fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2016,45,debt,3,read,209,0,debt-repayment-detail,,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,46,debt,3,read,190,0,debt-repayment-detail,FISCAL YEAR,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,47,receivables,3,unread,69,0,,TOWN OF LUNENBURG,"What is owed to the town and has not been collected. Thirty pages over twelve years, and nothing here measures it; it is the other half of the tax-collection picture the property-owners and tax-bill pages tell from the levy side.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,48,receivables,3,unread,29,0,,TOWN OF LUNENBURG,"What is owed to the town and has not been collected. Thirty pages over twelve years, and nothing here measures it; it is the other half of the tax-collection picture the property-owners and tax-bill pages tell from the levy side.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,49,receivables,3,unread,22,0,,TOWN OF LUNENBURG,"What is owed to the town and has not been collected. Thirty pages over twelve years, and nothing here measures it; it is the other half of the tax-collection picture the property-owners and tax-bill pages tell from the levy side.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,41,debt,3,read,9,19,outstanding-debt,FIVE YEARS OUTSTANDING DEBT,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,42,debt,3,read,430,0,debt-repayment-detail,,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,43,debt,3,read,49,0,"debt-repayment, debt-repayment-detail","DEBT REPAYMENT SCHEDULE JUNE 30, 2015","IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,44,receivables,3,read,105,0,tax-collection,TOWN OF LUNENBURG,"What is owed to the town and has not been collected. Thirty pages over twelve years, and nothing here measures it; it is the other half of the tax-collection picture the property-owners and tax-bill pages tell from the levy side.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,39,debt,3,read,20,5,outstanding-debt,FIVE YEARS OUTSTANDING DEBT,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,40,debt,3,read,391,0,"debt-repayment, debt-repayment-detail","TOWN OF LUNENBURG DEBT REPAYMENT SCHEDULE AS OF JUNE 30, 201","IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,42,debt,3,read,62,0,debt-repayment-detail,"DEBT REPAYMENT SCHEDULE AS OF JUNE 30, 2014","IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,81,debt,3,read,47,2,debt-repayment-detail-refused,FISCAL YEAR,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
